body_0_w,body_0_x,body_0_y,body_0_z
0.943935,0.004688,-0.257815,-0.206146
0.937264,-0.013288,-0.265064,-0.226055
0.929976,-0.032136,-0.272593,-0.244551
0.922230,-0.052729,-0.280896,-0.260403
0.913395,-0.077602,-0.289617,-0.275336
0.903420,-0.104559,-0.298357,-0.289626
0.892681,-0.136988,-0.307778,-0.299378
0.882286,-0.169626,-0.315011,-0.305887
0.873888,-0.202864,-0.318309,-0.306341
0.866955,-0.234748,-0.314757,-0.306938
0.860331,-0.265833,-0.307626,-0.307456
0.859820,-0.286005,-0.296450,-0.301710
0.860367,-0.303523,-0.284349,-0.294598
0.863587,-0.315913,-0.270591,-0.284950
0.867883,-0.326849,-0.256321,-0.272486
0.872460,-0.336962,-0.241720,-0.258536
0.877975,-0.346850,-0.227156,-0.239281
0.883524,-0.356324,-0.211382,-0.218487
0.889594,-0.365140,-0.193310,-0.194747
0.894298,-0.377096,-0.173369,-0.167252
0.897501,-0.390274,-0.152341,-0.137733
0.898116,-0.406722,-0.128950,-0.106474
0.896173,-0.424180,-0.107426,-0.073524
0.890572,-0.444305,-0.089867,-0.037395
0.879411,-0.469201,-0.080494,-0.002639
0.864519,-0.495959,-0.075128,0.031417
0.849416,-0.518556,-0.076626,0.060995
0.830844,-0.542692,-0.081208,0.092677
0.806066,-0.570312,-0.092025,0.128582
0.779566,-0.595592,-0.102797,0.164257
0.751185,-0.618894,-0.113404,0.199576
0.723451,-0.636228,-0.134082,0.232067
0.695887,-0.650387,-0.153860,0.262803
0.670879,-0.660112,-0.172228,0.290707
0.646927,-0.667127,-0.187162,0.318430
0.623090,-0.672348,-0.200250,0.345844
0.603336,-0.673773,-0.189976,0.382001
0.583536,-0.671031,-0.183785,0.418840
0.564686,-0.661094,-0.186092,0.457661
0.546843,-0.650115,-0.188005,0.492917
0.529159,-0.638202,-0.189600,0.526061
0.511800,-0.623428,-0.189888,0.559768
0.498036,-0.605060,-0.190379,0.591285
0.492403,-0.580644,-0.191621,0.619414
0.480992,-0.548817,-0.188130,0.657307
0.465591,-0.512033,-0.181841,0.698556
0.445162,-0.474277,-0.173532,0.739445
0.419141,-0.436656,-0.163375,0.779076
0.383366,-0.400858,-0.150079,0.818425
0.335114,-0.367310,-0.138289,0.856538
0.279607,-0.333744,-0.126822,0.891264
0.212971,-0.297145,-0.114449,0.923715
0.137082,-0.258273,-0.101668,0.950877
0.043937,-0.216320,-0.088629,0.971298
-0.050247,-0.177575,-0.072955,0.980112
-0.144459,-0.139603,-0.055626,0.978033
-0.222471,-0.112948,-0.047101,0.967228
-0.293777,-0.089239,-0.039701,0.950871
-0.353490,-0.072473,-0.034987,0.931970
-0.404878,-0.058426,-0.030210,0.912002
-0.451673,-0.045695,-0.025377,0.890651
-0.502717,-0.039448,-0.017310,0.863377
-0.546176,-0.034759,-0.010577,0.836882
-0.576866,-0.033382,-0.006601,0.816129
-0.603644,-0.032804,-0.003683,0.796571
-0.628243,-0.032615,-0.001293,0.777333
-0.650745,-0.032409,0.000949,0.758604
-0.671241,-0.032191,0.003040,0.740533
-0.689822,-0.031967,0.004981,0.723255
-0.706578,-0.031742,0.006769,0.706891
-0.721595,-0.031521,0.008405,0.691547
-0.734957,-0.031306,0.009889,0.677319
-0.746741,-0.031103,0.011221,0.664292
-0.757022,-0.030915,0.012402,0.652539
-0.765866,-0.030744,0.013433,0.642124
-0.773332,-0.030592,0.014315,0.633101
-0.779472,-0.030463,0.015048,0.625515
-0.784330,-0.030357,0.015634,0.619403
-0.787942,-0.030277,0.016073,0.614794
-0.790335,-0.030223,0.016365,0.611710
-0.791527,-0.030196,0.016511,0.610164
-0.791527,-0.030194,0.016510,0.610164
-0.791528,-0.030185,0.016505,0.610164
-0.791529,-0.030161,0.016492,0.610165
-0.791530,-0.030115,0.016467,0.610165
-0.791533,-0.030042,0.016427,0.610167
-0.791536,-0.029937,0.016369,0.610169
-0.791541,-0.029796,0.016292,0.610171
-0.791547,-0.029616,0.016194,0.610175
-0.791555,-0.029392,0.016072,0.610179
-0.791564,-0.029124,0.015925,0.610184
-0.791575,-0.028810,0.015753,0.610190
-0.791587,-0.028447,0.015555,0.610196
-0.791600,-0.028037,0.015330,0.610203
-0.791615,-0.027578,0.015079,0.610211
-0.791631,-0.027071,0.014802,0.610220
-0.791648,-0.026517,0.014499,0.610229
-0.791667,-0.025917,0.014171,0.610239
-0.791686,-0.025273,0.013819,0.610249
-0.791706,-0.024586,0.013444,0.610259
-0.791727,-0.023860,0.013046,0.610269
-0.791748,-0.023096,0.012629,0.610280
-0.791770,-0.022298,0.012193,0.610291
-0.791792,-0.021469,0.011739,0.610301
-0.791813,-0.020612,0.011271,0.610311
-0.791835,-0.019731,0.010789,0.610321
-0.791856,-0.018830,0.010296,0.610331
-0.791877,-0.017912,0.009794,0.610340
-0.791897,-0.016982,0.009285,0.610348
-0.791916,-0.016043,0.008772,0.610356
-0.791935,-0.015100,0.008257,0.610363
-0.791953,-0.014157,0.007741,0.610369
-0.791969,-0.013218,0.007228,0.610375
-0.791985,-0.012288,0.006719,0.610380
-0.791999,-0.011370,0.006217,0.610384
-0.792013,-0.010468,0.005724,0.610388
-0.792025,-0.009587,0.005242,0.610391
-0.792036,-0.008730,0.004773,0.610393
-0.792047,-0.007901,0.004320,0.610394
-0.792056,-0.007102,0.003884,0.610395
-0.792064,-0.006339,0.003466,0.610396
-0.792071,-0.005612,0.003069,0.610396
-0.792077,-0.004925,0.002693,0.610395
-0.792083,-0.004281,0.002341,0.610394
-0.792087,-0.003681,0.002013,0.610393
-0.792091,-0.003126,0.001709,0.610392
-0.792095,-0.002619,0.001432,0.610391
-0.792097,-0.002160,0.001181,0.610390
-0.792100,-0.001749,0.000956,0.610388
-0.792102,-0.001387,0.000758,0.610387
-0.792103,-0.001072,0.000586,0.610386
-0.792104,-0.000804,0.000439,0.610385
-0.792105,-0.000580,0.000317,0.610384
-0.792106,-0.000400,0.000218,0.610383
-0.792107,-0.000259,0.000141,0.610382
-0.792107,-0.000154,0.000084,0.610382
-0.792107,-0.000081,0.000044,0.610382
-0.792108,-0.000035,0.000019,0.610381
-0.792108,-0.000011,0.000006,0.610381
-0.792108,-0.000001,0.000001,0.610381
-0.792108,-0.000000,0.000000,0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
