index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,right_hand_dq_0,right_hand_dq_1,right_hand_dq_2,right_hand_dq_3,right_hand_dq_4,right_hand_dq_5,right_hand_dq_6
0,0.000,1786884053507.547,18841325.482,0.000000000,0.000131058,0.157156646,0.006063373,-0.005855776,-0.006339741,-0.005903667,-0.006346269
1,19.991,1786884053527.538,18841345.473,0.000000000,-0.000170284,0.072755761,-0.125891402,0.135518283,0.129141212,0.123681806,0.127375022
2,39.986,1786884053547.533,18841365.468,0.000000000,-0.000426754,0.022459922,-0.466552764,0.485432774,0.474212676,0.451942056,0.469214201
3,59.984,1786884053567.531,18841385.466,0.000000000,-0.000578225,0.007616702,-0.738268971,0.760979533,0.745727599,0.723622322,0.740139127
4,79.986,1786884053587.533,18841405.468,0.000000000,-0.000688193,0.004910581,-1.015076280,1.095398784,1.028818607,1.068164229,1.024638414
5,99.988,1786884053607.535,18841425.470,0.000000000,-0.000563679,0.004569606,-1.170084000,1.300161004,1.191872120,1.285510063,1.189408422
6,119.994,1786884053627.541,18841445.476,0.000000000,-0.000204268,0.002616667,-1.295124412,1.433770776,1.315955281,1.423069000,1.313824415
7,139.992,1786884053647.539,18841465.474,0.000000000,0.000223222,-0.002027520,-1.433474064,1.469226003,1.424106359,1.440402508,1.418885350
8,159.997,1786884053667.544,18841485.479,0.000000000,0.000254679,-0.003776912,-1.491946101,1.454388738,1.461033702,1.418003082,1.454750538
9,179.992,1786884053687.539,18841505.474,0.000000000,0.000065544,-0.002616698,-1.579794645,1.401531816,1.514389992,1.371687651,1.509871721
10,199.987,1786884053707.534,18841525.469,0.000000000,0.000019020,-0.000502721,-1.612077355,1.374707937,1.534734130,1.351364255,1.531644106
11,219.990,1786884053727.538,18841545.472,0.000000000,-0.000209020,-0.000818680,-1.666371942,1.281211853,1.558929920,1.262100577,1.557516336
12,239.988,1786884053747.536,18841565.470,0.000000000,-0.000185025,-0.000771858,-1.688626528,1.233064294,1.566843390,1.213331342,1.565585613
13,259.992,1786884053767.540,18841585.475,0.000000000,-0.000293037,0.000854176,-1.716510773,1.302871704,1.601169348,1.309281468,1.603959203
14,279.991,1786884053787.538,18841605.473,0.000000000,-0.000192088,0.002012967,-1.725264668,1.430152655,1.634897470,1.442857623,1.638080001
15,299.993,1786884053807.540,18841625.475,0.000000000,-0.000251715,0.000657166,-1.735820889,1.500834346,1.656325102,1.522149324,1.660998344
16,319.990,1786884053827.537,18841645.472,0.000000000,-0.000303391,-0.000143128,-1.750011802,1.537667871,1.671932101,1.581297040,1.680358291
17,339.995,1786884053847.542,18841665.477,0.000000000,-0.000247142,-0.000128613,-1.755063534,1.562306404,1.679268241,1.615997672,1.689121604
18,359.991,1786884053867.538,18841685.473,0.000000000,-0.000139108,0.001125837,-1.758349538,1.639669657,1.696615338,1.702840209,1.707457781
19,379.992,1786884053887.539,18841705.474,0.000000000,-0.000129102,0.001765264,-1.757840157,1.675869584,1.704463601,1.742942929,1.715707541
20,399.994,1786884053907.541,18841725.476,0.000000000,-0.000091993,0.001466571,-1.757499099,1.728641033,1.715391397,1.799226999,1.726820350
21,419.990,1786884053927.537,18841745.472,0.000000000,-0.000129946,0.001525138,-1.755830526,1.780085921,1.723535419,1.834203005,1.732892752
22,439.988,1786884053947.535,18841765.470,0.000000000,-0.000196343,0.002426453,-1.750549197,1.868131757,1.735410094,1.883051753,1.740321994
23,459.990,1786884053967.537,18841785.472,0.000000000,-0.000231949,0.003556787,-1.745519400,1.924969077,1.742806911,1.920078874,1.745510817
24,479.989,1786884053987.537,18841805.472,0.000000000,-0.000144835,0.004292781,-1.735935688,2.009163380,1.754336715,1.983222008,1.754421592
25,499.990,1786884054007.537,18841825.472,0.000000000,-0.000063804,0.004810613,-1.730844498,2.032388210,1.758559346,2.011663914,1.758685231
26,519.992,1786884054027.539,18841845.474,0.000000000,0.000018635,0.005968275,-1.726454258,2.033091545,1.761771202,2.024066925,1.762177944
27,539.990,1786884054047.538,18841865.472,0.000000000,0.000020932,0.007020762,-1.723065734,2.024884462,1.765148401,2.017637253,1.764774919
28,559.990,1786884054067.537,18841885.472,0.000000000,0.000011060,0.007304245,-1.721457362,2.009711981,1.767364860,1.998425484,1.766016960
29,579.987,1786884054087.534,18841905.469,0.000000000,0.000095390,0.006875824,-1.721006036,1.986069083,1.768164277,1.972232223,1.765908360
30,599.995,1786884054107.543,18841925.478,0.000000000,0.000167048,0.005861455,-1.721293807,1.977225661,1.767207384,1.957388639,1.763985276
31,619.988,1786884054127.535,18841945.470,0.000000000,0.000360702,0.003743955,-1.723094106,1.951129317,1.759757996,1.927908421,1.754999518
32,639.987,1786884054147.534,18841965.469,0.000000000,0.000330486,0.003811608,-1.723267317,1.944792390,1.757131219,1.915619373,1.751231313
33,659.987,1786884054167.535,18841985.470,0.000000000,0.000177165,0.003462181,-1.726045609,1.911367893,1.751395106,1.880503654,1.744713187
34,679.992,1786884054187.539,18842005.474,0.000000000,0.000078225,0.002567393,-1.729700208,1.870454907,1.745217085,1.848460436,1.739582539
35,699.992,1786884054207.539,18842025.474,0.000000000,-0.000007951,0.001926773,-1.733842850,1.825927734,1.738498688,1.813006639,1.734331608
36,719.986,1786884054227.533,18842045.468,0.000000000,-0.000088331,0.001871149,-1.737641335,1.786099076,1.732913971,1.779773593,1.730284095
37,739.991,1786884054247.538,18842065.473,0.000000000,-0.000119586,0.002466123,-1.740310192,1.755837083,1.729475737,1.756757379,1.728289127
38,759.984,1786884054267.531,18842085.466,0.000000000,-0.000154980,0.003633705,-1.743365884,1.733811975,1.731127858,1.743602872,1.731304526
39,779.989,1786884054287.537,18842105.472,0.000000000,-0.000168321,0.004470631,-1.744240999,1.731501102,1.733507872,1.745986342,1.734492421
40,799.992,1786884054307.539,18842125.474,0.000000000,-0.000097010,0.005300801,-1.744532585,1.745004654,1.739397526,1.756727099,1.741055131
41,819.985,1786884054327.532,18842145.468,0.000000000,-0.000032826,0.005414701,-1.743717790,1.754770637,1.741421223,1.763668060,1.742989302
42,839.989,1786884054347.536,18842165.471,0.000000000,0.000069532,0.005524626,-1.740465641,1.775516748,1.743303418,1.778187513,1.744157910
43,859.991,1786884054367.539,18842185.473,0.000000000,0.000110061,0.005527247,-1.737200022,1.789681792,1.743022919,1.787214398,1.743300557
44,879.987,1786884054387.534,18842205.469,0.000000000,0.000180630,0.005271166,-1.732685447,1.799364448,1.740041971,1.789791822,1.739510059
45,899.985,1786884054407.532,18842225.467,0.000000000,0.000212633,0.003354491,-1.728532553,1.779385924,1.732407928,1.774769783,1.731277347
46,919.988,1786884054427.535,18842245.470,0.000000000,0.000191945,0.002684106,-1.728069782,1.759252906,1.728192091,1.756142855,1.726950049
47,939.986,1786884054447.533,18842265.468,0.000000000,0.000122969,0.001794671,-1.730668783,1.714405656,1.722808003,1.711510301,1.721447468
48,959.988,1786884054467.535,18842285.470,0.000000000,0.000086268,0.001618362,-1.733305812,1.683955431,1.720649958,1.682618260,1.719210029
49,979.984,1786884054487.531,18842305.467,0.000000000,-0.000005926,0.002092406,-1.735096097,1.659455061,1.718674779,1.658291221,1.718135357
50,999.987,1786884054507.534,18842325.469,0.000000000,-0.000035664,0.002414901,-1.735230684,1.652784586,1.718179107,1.653288960,1.718049169
51,1019.985,1786884054527.533,18842345.468,0.000000000,-0.000078889,0.003202476,-1.734258890,1.646667719,1.717978716,1.654092908,1.718705177
52,1039.987,1786884054547.534,18842365.470,0.000000000,-0.000011860,0.003741948,-1.732942343,1.608732224,1.718767405,1.622632384,1.719330072
53,1059.989,1786884054567.537,18842385.472,0.000000000,0.000034354,0.004386401,-1.729809761,1.507259250,1.719197750,1.525838137,1.719771266
54,1079.997,1786884054587.544,18842405.479,0.000000000,0.000059402,0.004425034,-1.728380442,1.436421156,1.719169021,1.455282927,1.719917893
55,1099.996,1786884054607.543,18842425.478,0.000000000,0.000118904,0.004275692,-1.725924730,1.264196754,1.718728423,1.280074477,1.719664693
56,1119.990,1786884054627.537,18842445.472,0.000000000,0.000140578,0.004147336,-1.724582434,1.118412852,1.718474388,1.130416274,1.719374418
57,1139.999,1786884054647.546,18842465.481,0.000000000,0.000147295,0.004064443,-1.723427296,0.966655374,1.718161345,0.974577487,1.719033957
58,1159.990,1786884054667.538,18842485.473,0.000000000,0.000161569,0.004076923,-1.720972180,0.766191900,1.717825651,0.768762112,1.718506217
59,1179.997,1786884054687.544,18842505.479,0.000000000,0.000170807,0.004105752,-1.700313210,0.670591056,1.704690695,0.670342028,1.704989552
60,1199.993,1786884054707.540,18842525.475,0.000000000,0.000130608,0.003974598,-1.600510716,0.491309524,1.616722226,0.486943066,1.616336942
61,1219.997,1786884054727.544,18842545.479,0.000000000,0.000100448,0.003904855,-1.527809381,0.408165962,1.548409581,0.403553724,1.547806263
62,1239.987,1786884054747.534,18842565.469,0.000000000,0.000020802,0.003975739,-1.352244735,0.263087511,1.379024267,0.257940561,1.378414750
63,1259.998,1786884054767.545,18842585.480,0.000000000,-0.000016109,0.004060620,-1.203849912,0.169619635,1.233356714,0.166087046,1.232557535
64,1280.021,1786884054787.568,18842605.503,0.000000000,-0.000023841,0.004631914,-1.000958443,0.087129787,1.032117367,0.085659482,1.030124664
65,1300.020,1786884054807.567,18842625.502,0.000000000,-0.000034242,0.004800614,-0.899661303,0.056169480,0.930237532,0.054419968,0.928750634
66,1319.995,1786884054827.542,18842645.477,0.000000000,0.000033503,0.004932339,-0.701410353,0.013377141,0.729735613,0.012561289,0.729426801
67,1339.988,1786884054847.535,18842665.470,0.000000000,0.000112997,0.004808865,-0.560478210,0.008288504,0.586707771,0.007912456,0.586927950
68,1359.992,1786884054867.539,18842685.474,0.000000000,0.000175976,0.004772914,-0.429007083,0.007215032,0.453102320,0.006720721,0.453697324
69,1380.021,1786884054887.569,18842705.503,0.000000000,0.000147226,0.003995558,-0.274257451,0.006024869,0.295391291,0.005711989,0.296368867
70,1399.998,1786884054907.545,18842725.480,0.000000000,0.000115611,0.002285966,-0.206140593,0.004067454,0.226574168,0.004322584,0.226455495
71,1420.023,1786884054927.570,18842745.505,0.000000000,0.000089390,0.000876219,-0.091184556,0.002828619,0.109948359,0.003342972,0.108152010
