index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,right_hand_q_0,right_hand_q_1,right_hand_q_2,right_hand_q_3,right_hand_q_4,right_hand_q_5,right_hand_q_6
0,0.000,1786876906281.490,11694099.424,0.000000000,0.001089809,-0.011290331,-0.034586322,0.043690883,0.040699497,0.043661539,0.040685911
1,19.992,1786876906301.481,11694119.416,0.000000000,0.001086463,-0.011163225,-0.036403954,0.045621663,0.042552494,0.045438573,0.042515982
2,39.991,1786876906321.481,11694139.416,0.000000000,0.001076380,-0.011088457,-0.046635926,0.056170497,0.052928474,0.055399626,0.052804187
3,59.991,1786876906341.480,11694159.415,0.000000000,0.001061003,-0.011037260,-0.063577071,0.073661484,0.070048839,0.072252825,0.069828756
4,80.002,1786876906361.491,11694179.426,0.000000000,0.001044040,-0.010992420,-0.085403785,0.096924596,0.092187129,0.095037416,0.091892317
5,99.990,1786876906381.479,11694199.414,0.000000000,0.001030545,-0.010974589,-0.110813566,0.124606512,0.118011601,0.122474939,0.117671348
6,119.990,1786876906401.480,11694219.415,0.000000000,0.001024772,-0.011033847,-0.139011353,0.154321849,0.146313652,0.151946560,0.145920873
7,139.991,1786876906421.481,11694239.416,0.000000000,0.001024808,-0.011134127,-0.161678091,0.176559791,0.168562055,0.173811451,0.168100700
8,159.990,1786876906441.480,11694259.415,0.000000000,0.001027679,-0.011298263,-0.193518817,0.205066398,0.199039578,0.201602966,0.198463127
9,179.990,1786876906461.480,11694279.415,0.000000000,0.001029689,-0.011457946,-0.226727679,0.232251540,0.230147794,0.228322804,0.229512334
10,199.991,1786876906481.480,11694299.415,0.000000000,0.001028127,-0.011623552,-0.260949135,0.258401632,0.261702627,0.254670113,0.261131227
11,219.990,1786876906501.480,11694319.415,0.000000000,0.001024161,-0.011773287,-0.295900851,0.284363031,0.293671042,0.281149030,0.293229491
12,239.990,1786876906521.479,11694339.414,0.000000000,0.001016602,-0.011884755,-0.331242770,0.311650276,0.326164752,0.308964342,0.325865149
13,259.990,1786876906541.480,11694359.415,0.000000000,0.001009148,-0.011946071,-0.366691142,0.341594756,0.359295607,0.339253694,0.359103650
14,279.990,1786876906561.479,11694379.414,0.000000000,0.001003382,-0.011946958,-0.401988804,0.374998063,0.393134296,0.372801036,0.393001020
15,299.991,1786876906581.481,11694399.416,0.000000000,0.000998461,-0.011909123,-0.437025458,0.411635667,0.427604854,0.409627974,0.427518070
16,319.990,1786876906601.479,11694419.415,0.000000000,0.000994020,-0.011855860,-0.471804351,0.450908959,0.462574422,0.449171662,0.462533832
17,339.992,1786876906621.481,11694439.416,0.000000000,0.000989747,-0.011800298,-0.506387532,0.491950393,0.497879416,0.490474761,0.497880816
18,359.991,1786876906641.480,11694459.415,0.000000000,0.000985607,-0.011742062,-0.540848732,0.533787668,0.533361793,0.532525599,0.533398867
19,379.991,1786876906661.480,11694479.415,0.000000000,0.000981371,-0.011676105,-0.575252354,0.575455010,0.568896592,0.574316561,0.568956554
20,399.991,1786876906681.480,11694499.415,0.000000000,0.000978231,-0.011623904,-0.601056397,0.606215417,0.595534682,0.605041385,0.595595360
21,419.998,1786876906701.488,11694519.423,0.000000000,0.000974890,-0.011554838,-0.635486126,0.646457136,0.631014407,0.645122528,0.631057024
22,440.001,1786876906721.490,11694539.425,0.000000000,0.000972724,-0.011494425,-0.669951916,0.685957789,0.666436732,0.684437692,0.666448891
23,459.994,1786876906741.483,11694559.418,0.000000000,0.000971977,-0.011440552,-0.704441905,0.725048304,0.701806962,0.723194659,0.701761842
24,479.993,1786876906761.483,11694579.418,0.000000000,0.000972265,-0.011404190,-0.738966644,0.763682902,0.737099230,0.761421740,0.736976266
25,499.993,1786876906781.483,11694599.418,0.000000000,0.000971516,-0.011417917,-0.773644805,0.800901711,0.772165656,0.798564255,0.772002816
26,519.991,1786876906801.480,11694619.415,0.000000000,0.000969540,-0.011454148,-0.808508933,0.836497903,0.806979239,0.834447443,0.806828141
27,539.990,1786876906821.479,11694639.414,0.000000000,0.000967412,-0.011483165,-0.843500733,0.871030807,0.841634929,0.869304717,0.841512144
28,559.991,1786876906841.480,11694659.415,0.000000000,0.000965612,-0.011489338,-0.878524363,0.905237913,0.876234889,0.903666198,0.876130939
29,579.990,1786876906861.479,11694679.414,0.000000000,0.000963918,-0.011471741,-0.913507998,0.939596415,0.910855651,0.938068330,0.910757542
30,599.993,1786876906881.483,11694699.418,0.000000000,0.000961278,-0.011442560,-0.948430657,0.974179745,0.945510268,0.972773492,0.945427120
31,619.992,1786876906901.481,11694719.416,0.000000000,0.000958413,-0.011406886,-0.983260989,1.009095430,0.980171740,1.007898808,0.980124593
32,639.991,1786876906921.481,11694739.416,0.000000000,0.000957281,-0.011377113,-1.009302616,1.035567164,1.006154895,1.034542799,1.006142616
33,660.003,1786876906941.492,11694759.427,0.000000000,0.000957229,-0.011335933,-1.043929458,1.071183205,1.040778399,1.070340753,1.040808439
34,679.995,1786876906961.484,11694779.419,0.000000000,0.000957959,-0.011296484,-1.078473449,1.107026100,1.075371623,1.106277585,1.075434327
35,699.990,1786876906981.480,11694799.415,0.000000000,0.000959239,-0.011261747,-1.112977028,1.142891407,1.109936237,1.142147779,1.110018611
36,720.003,1786876907001.492,11694819.427,0.000000000,0.000960676,-0.011228940,-1.147469640,1.178668022,1.144483447,1.177850008,1.144570231
37,740.028,1786876907021.518,11694839.453,0.000000000,0.000961934,-0.011194865,-1.181970119,1.214340568,1.179035306,1.213405967,1.179111838
38,759.997,1786876907041.487,11694859.422,0.000000000,0.000962417,-0.011161586,-1.216493130,1.249877214,1.213600993,1.248815060,1.213658571
